,screen_name,favorite_rate,retweet_rate,favourites_count,followers_count,friends_count,listed_count,statuses_count,verified,number_of_intersections,score
70,madonnaafrica,-0.009177372219197191,-0.007091395305746963,0.6556074234352736,-0.21499171562918,-0.07711567814669379,-0.21452759571854335,0.3666052894895092,0,-0.6147538419377873,-0.6206826893420685
71,nohowstyle,-0.30314246265781075,-0.2311696119945731,-0.4120254550997177,-0.21534676835841945,-0.1773240112244434,-0.21738784452228585,-0.5305757565271221,0,-0.6147538419377873,-0.6206826893420685
72,orisabatini,0.6283505010088724,-0.12550570443231646,0.6107555609670464,-0.13702877146842438,-0.11106913069928487,-0.2002263516998312,-0.4895116655792047,1,-0.6147538419377873,-0.6206826893420685
73,thefashioncourt,-0.2576767346614172,-0.2686735891654362,-0.21908012151784065,-0.21292775105602654,-0.059421625408019575,-0.19826933936042845,0.21417218714420666,0,-0.19000964438021506,-0.2389604352316177
74,streetstylenews,-0.3291012579845161,-0.26749213566521,-0.4163551386282617,-0.2133326382240022,0.016788876928334036,-0.17312925776963956,2.351244322692428,0,0.8010601499207868,1.0334470784698848
75,ashleybnicholas,-0.3278862648639142,-0.2891448674539474,0.32798453953241824,-0.21439765523767315,-0.12602430058160413,-0.2070758948877407,-0.29965782322870216,0,-0.6147538419377873,-0.6206826893420685
76,lizzyhadfield,0.20011726379679012,-0.14337945256217427,-0.286800030791758,-0.21481595394015288,-0.16067334243104725,-0.2149039442453516,-0.4289380179702849,0,-0.33159104356607244,-0.4139164683655743
77,tara_pureheart,0.27143285951385937,-0.047562798242042084,-0.37757093124581104,-0.21185807529879105,-0.1725418348085855,-0.2155813715936064,-0.6006456220770597,0,-0.6147538419377873,-0.6206826893420685
78,havenlust,-0.19681524979757534,-0.03866881001171231,13.555686061628654,-0.1860287304103697,8.986282436842464,-0.06421399411134161,2.728413414478508,0,-0.6147538419377873,-0.6206826893420685
79,magaliyus,-0.2089213162741391,-0.17048173437764105,-0.4013841906528032,-0.21540253210714688,-0.1581953055610118,-0.2155813715936064,-0.5908673382566055,0,-0.6147538419377873,-0.6206826893420685
80,nationalpork,-0.2871807893202533,-0.20690316271352616,-0.28122022737116953,-0.21372270211699967,-0.1071999152355453,-0.19066709911890245,-0.4687328124607394,0,-0.6147538419377873,-0.6206826893420685
81,alexcserruys,-0.32101827979895514,-0.2891448674539474,-0.34857424789619584,-0.21559706994447966,-0.13584949939963945,-0.21806527187054064,-0.48060308488701203,0,-0.6147538419377873,-0.6206826893420685
82,yasminechanel,0.3947789967162096,0.20071738420738655,-0.14754887110964154,-0.21135380160143785,-0.169542105965911,-0.2016564761017024,1.055034079233414,0,-0.048428245194357636,-0.1514824186646394
83,kyleeditor,-0.3246139607526196,-0.2816285651737225,-0.35473337516919506,-0.2051074146996769,0.24346403903999844,-0.1604086775635218,2.069201948746201,1,2.2168741417793605,2.202471481683141
84,trendsgallery,0.06219741067765337,1.5460652792917682,0.15674860505140978,-0.21534465074770825,-0.15067424628879894,-0.20963506487003655,-0.34786758312233595,0,-0.4731724427519298,-0.4934419379719182
85,5inchandup,-0.3252596992073366,-0.2891448674539474,-0.4072689013641341,-0.21380020666902846,-0.15919521517523666,-0.1926993811636668,-0.5809950324763392,0,2.358455540965218,2.5046682661872475
86,slcpuke,4.068008714594279,1.4116933733064436,-0.21109155050038614,-0.21579033721538576,-0.16154282905211234,-0.219043778040242,-0.5635539589312021,0,-0.4731724427519298,-0.509347031893187
87,hannahg11,12.23885663276649,3.762523201004774,-0.4087934378178468,-0.19836762450221332,-0.17554156365126003,-0.20903290722714346,-0.6143493227196676,1,-0.6147538419377873,-0.6206826893420685
88,ibrahimbuyukak,-0.2354441022621961,-0.2554402008166,-0.2707619072987005,-0.004200792566020422,-0.16019512478946146,-0.1942047752708997,-0.5409651830863546,1,-0.6147538419377873,-0.6206826893420685
89,mariedenee,-0.3205013102176254,-0.2770446130953717,1.8950860510327583,-0.2078320738147152,0.4494454195703141,-0.13760195683894388,3.352813249590399,1,0.8010601499207868,0.914158874060369
90,khloekardashian,-0.326542471222749,-0.2883367852675384,-0.40382344897874345,3.7260611088978464,-0.16667280011639626,2.447761882922782,0.8587632381257382,1,-0.048428245194357636,-0.20715024738908014
91,tinistoessel,-0.17610342178358904,-0.141310939133829,-0.3324141614868414,0.08232802809546401,-0.15393482111779294,0.25658549013998233,-0.05200398108373568,1,-0.6147538419377873,-0.6206826893420685
92,katestrasdin,1.1950630482385485,1.0710583515582266,0.4669003011947178,-0.2136172451035834,-0.14897874737772204,-0.19601124819957916,-0.2700409058879032,0,-0.6147538419377873,-0.6206826893420685
93,nataliaferviu,-0.2983778551756809,-0.23364188488670376,0.04750032277835898,-0.2045050250393728,-0.15336965481410064,-0.20782859194135714,-0.4582258584517416,1,-0.6147538419377873,-0.6206826893420685
94,daphpunkdlp,-0.3291012579845161,-0.2891448674539474,-0.3992193488885312,-0.21561415200421646,-0.08224564921097773,-0.21799000216517894,0.2048405076328597,0,-0.6147538419377873,-0.6206826893420685
95,glamour_fashion,-0.328988456864818,-0.2889035496667246,-0.4066285960535748,0.07307604572431617,-0.1266329412163497,0.24318748258560985,0.3778409136870504,1,2.641618339336933,2.623956470596763
96,brooklynhenryy,1.640960830593556,0.7374872238158384,-0.2481072955965301,-0.21579358421847625,-0.17288962945701153,-0.219043778040242,-0.6096012137491585,0,-0.4731724427519298,-0.509347031893187
97,aitanax,0.7258331020892752,0.5122599820982492,-0.4094947245865546,-0.13910530053179734,-0.17645452460337832,-0.1786239462610395,-0.6031842149919854,1,-0.6147538419377873,-0.6206826893420685
98,balenciaga,-0.2832072399931425,-0.2629277822398724,-0.4163551386282617,-0.10175883568151373,-0.17819349784550848,-0.025374826144733645,-0.6198966183485791,1,1.5089671458500735,1.6537457413993677
99,peonylim,-0.3273459168180809,-0.2891448674539474,-0.4102265020843367,-0.2148321889556052,-0.1702811695938163,-0.2058715796019544,-0.2387550987604402,0,0.942641549106644,1.136830188958132
100,rxsheeda,-0.3222658380033453,-0.2804016515159193,-0.31613211216119,-0.21028920810990911,1.5569105288208969,-0.2109146498611845,0.9166572598800142,0,-0.6147538419377873,-0.6206826893420685
101,conchitawurst,-0.2785885276365068,-0.17686542768639688,-0.3273527004605153,-0.19355274244120307,-0.15776056225047927,-0.16251622931364784,-0.5747425721488372,1,-0.4731724427519298,-0.5013944849325526
102,sonsofhorror,-0.3027878106723409,-0.2638297142536928,2.4074522623965167,-0.21538559122145756,0.03900426009654664,-0.2170114959954776,0.4368631989590712,0,-0.6147538419377873,-0.6206826893420685
103,fashionweekmx,-0.3229334292369563,-0.2744181796502934,0.1708048311546407,-0.20051544645952907,-0.007600222792541248,-0.19277465086902845,0.29590077571083995,0,-0.048428245194357636,0.22228728848517695
104,lalioficial,-0.24623967322858384,-0.15491107111550098,-0.4144342226965837,0.6242054094133426,-0.14389225064449138,0.16279943725937476,-0.033340622061041734,1,-0.6147538419377873,-0.6206826893420685
105,cmcoving,1.5357399366968154,0.4517937984116941,-0.3013136178311027,-0.2105692974199732,-0.1621514696868579,-0.20955979516467493,-0.4873961714834333,0,0.09315315399149976,0.2302398354458114
106,wishwishwish,-0.31251975268938675,-0.28648612962396336,-0.04290468892680308,-0.21177534730700798,-0.13871880524915414,-0.1808820374218888,-0.10956892597866953,0,1.3673857466642163,1.4469795204228733
107,marianodivaio,-0.3125435487729695,-0.2836613363878251,-0.35415405131678424,-0.19918431636648776,-0.1712376048769879,-0.1947316632084312,-0.4201704702178103,1,-0.048428245194357636,-0.04014676121575792
108,lauraescanes,0.3791884878626269,0.11833904447298314,-0.2923798342123464,-0.20561013548250853,-0.15102204093722496,-0.2105383013343763,-0.5357939752966913,1,-0.4731724427519298,-0.4059639214049399
109,queenvipam,5.494792923338738,15.479808979595854,1.1018697341660502,-0.2154566017673054,-0.17262878347069202,-0.21407597748637355,1.5511644556717024,0,-0.6147538419377873,-0.6206826893420685
110,yray_ideh,0.2918331262302763,0.723798795932241,-0.3992803303466797,-0.21577749037707133,-0.1677596583927276,-0.2182158112812639,-0.5797257360188764,0,-0.6147538419377873,-0.6206826893420685
111,inthefrow,-0.3093128118349497,-0.2847996211633973,1.561669928605795,-0.18742451821712536,-0.1551086280562308,-0.17117224543023682,0.033508991365333037,1,0.942641549106644,0.9380165149422722
112,yadeemua,3.4007677547473603,1.4879492788376107,-0.263718548882548,-0.21564026920298754,-0.16328180229424247,-0.2183663506919872,-0.4736689653508726,0,-0.6147538419377873,-0.6206826893420685
113,francoisweffer,-0.3283635414304174,-0.2891448674539474,-0.3573555778695809,-0.21464682743135413,-0.11389496221774635,-0.2127963924952256,-0.5186584731209434,0,-0.6147538419377873,-0.6206826893420685
114,annasui,-0.28470845954965834,-0.23510707787999804,-0.37299732188467294,-0.2107481649380433,-0.15150025857881075,-0.1883337382526915,-0.5156732758969104,1,0.3763159523632146,0.5165315260286495
115,jonnystylist,-0.14176561861831552,0.0330133909475967,0.1822083638284116,-0.2156261517982464,-0.05690011420693085,-0.21528029277215985,-0.2812530245954914,0,-0.6147538419377873,-0.6206826893420685
116,hoodcouturemag,-0.15045720846566268,0.04484322742439107,-0.2710363238603689,-0.2139467453302414,0.11569298007448604,-0.20278552168212705,0.12461627042321935,0,-0.6147538419377873,-0.6206826893420685
117,dean_nye,-0.2218957358479843,-0.2774857553063163,0.014722789023536312,-0.21488936444480675,-0.00029653517559463926,-0.210387761923653,-0.14405147973974258,1,-0.6147538419377873,-0.6206826893420685
118,lisa_eldridge,-0.3187236530190565,-0.2857997484472151,-0.3922064812014528,-0.19176279669407506,-0.15389134678673969,-0.12533299486499602,-0.06370971508033718,1,1.0842229482925017,1.240213299446379
119,weworewhat,-0.32514855842342816,-0.2809055977576511,-0.3753146172943163,-0.21125328567968096,-0.15019602864721313,-0.18886062619022304,-0.3776960498727121,0,2.500036940151076,2.226329122565044
120,galagonzalez,-0.32757663723759617,-0.28858404024960993,-0.3809554021730533,-0.2062473951325232,-0.15328270615199416,-0.1369245294906891,0.0578136679767506,1,2.7831997385227902,2.8943430672583323
121,jorgedalessio,-0.04021355457238213,0.13771145512272945,1.5173973899899786,-0.2013619260478073,-0.15206542488250305,-0.192021953815412,0.10839748235563897,1,-0.6147538419377873,-0.6206826893420685
122,houseofherrera,-0.31634852601182034,-0.26630796121528083,-0.3657405283650007,-0.20101562610950732,-0.1718897198427867,-0.167333490456793,-0.5443499736395888,1,0.6594787507349293,0.5960569956349934
123,carly,-0.3201647942730089,-0.2891448674539474,0.11241508497744497,-0.2115870211277613,-0.1769327422449641,-0.19412950556553804,0.4713222472301912,1,-0.048428245194357636,-0.0560518551370267
124,maytedlaiglesia,-0.3204107604469225,-0.2797750136362409,-0.09647689991026673,-0.21294765659671155,-0.1442400452929174,-0.1960865179049408,-0.17164692494458225,0,-0.19000964438021506,-0.2707706230741553
125,cozeteg,-0.3196528863770359,-0.283236423313804,-0.4135804822825046,-0.2112712147837022,-0.16367307127372174,-0.2163340686472228,-0.4530546506620784,0,-0.6147538419377873,-0.6206826893420685
126,stephanieyeboah,-0.2334175454131521,-0.2399782488743189,1.9924429489668505,-0.21002860081838784,-0.07250739905504891,-0.18073149801116556,3.519866766686477,1,-0.6147538419377873,-0.6206826893420685
127,babsschett,0.4137899815394501,-0.01790276697080772,-0.2129819757029899,-0.21347635340426693,-0.15915174084418338,-0.19676394525319554,-0.5256631091269418,1,-0.6147538419377873,-0.6206826893420685
128,womenshumor,-0.30784891210403353,-0.256841370378952,-0.4144037319675095,-0.04847593848920394,-0.17801960052129545,-0.002342296304070781,-0.011621549344455842,0,-0.6147538419377873,-0.6206826893420685
129,susiedrinks,-0.32715330776331386,-0.2891448674539474,-0.4070859569896886,-0.21448857132420604,-0.07229002739978264,-0.19691448466391884,-0.3190733579298926,0,-0.6147538419377873,-0.6206826893420685
130,sarasampaio,-0.2651137378158786,-0.23311780292040166,-0.26387100252791923,-0.08764877199084778,-0.15815183122995854,-0.1108812114355605,-0.5735437921612334,1,-0.4731724427519298,-0.5252521258144558
131,lafressange,-0.32195258574218844,-0.2838534324337848,-0.24996723007005955,-0.18641950017360426,-0.14993518266089362,-0.18464552268997095,-0.4016951551147405,1,0.09315315399149976,0.3097653050521553
132,glamourgurl70,-0.3291012579845161,-0.2891448674539474,-0.3461349895702556,-0.21577664333278687,-0.09785293405909576,-0.21896850833488035,-0.5740139019602938,0,-0.6147538419377873,-0.6206826893420685
133,buseterim,0.4979997179304742,-0.05232348912994707,-0.3805590226950879,-0.13836724261193106,-0.17080286156645536,-0.18600037738648054,-0.04290735647191887,1,-0.33159104356607244,-0.3980113744443055
134,ppfgirl,-0.32255753658887026,-0.2891448674539474,-0.4141598061349154,-0.21436772633962195,-0.14719629980453866,-0.205118882548338,-0.00854233016061087,0,0.6594787507349293,0.7869181226902188
135,eurfashion,-0.29003618698608713,-0.220743809752299,-0.3467752948808149,-0.21416288279682813,-0.10924320879504824,-0.2058715796019544,-0.5097733979187037,0,-0.4731724427519298,-0.509347031893187
136,mash__elle,-0.3258029639900641,-0.2788320926004681,-0.2177690201676477,-0.21424928131384385,-0.1700203236074968,-0.20910817693250505,-0.4803680299874818,0,-0.33159104356607244,-0.28667571699542405
137,susiebubble,-0.322654709370592,-0.2819679597495996,-0.412421834577683,-0.1806910808517954,-0.011425963925227569,-0.016342461501336444,-0.16793305753200588,1,4.340595129567221,4.03155728262905
138,kendalljenner,-0.1962851697570593,-0.2023704606449377,-0.282714273095808,3.8845385769522687,-0.1727157321327985,1.1242193838436454,-0.3965004418351242,1,-0.048428245194357636,-0.18329260650717694
139,poirshea,-0.11720504496885137,0.00531549980947945,-0.17435022196591052,-0.21577283163350675,-0.16854219635168616,-0.21896850833488035,-0.5211030440760569,0,-0.6147538419377873,-0.6206826893420685
