,screen_name,tweet2vec
0,0,"[ 0.04853875 -0.1550355  -0.14941076 -0.2778645   0.07361875  0.02395812
 -0.42047837 -0.67180875 -0.385058    0.16969162  0.05268125 -0.30335763
 -0.60695512  0.16894425 -0.55065625 -0.32775138  0.01845262 -0.08446512
 -0.25135475  0.25205213  0.09565275  0.25994125  0.16226188  0.30533625
 -0.04982362  0.44392501 -0.10417113  0.48037624 -0.0895675   0.43996174
 -0.13087424 -0.22995888  0.27550349 -0.03667625  0.19503838 -0.13756074
 -0.70812124 -0.0460895   0.256074    0.216956   -0.20539532  0.08686913
 -0.41411975 -0.53293125 -0.34474625  0.15575625  0.599065   -0.24005875
 -0.36196375  0.024795    0.13224613  0.0625215   0.1247019   0.24895626
  0.05695863  0.12018337 -0.16949375 -0.16794133 -0.140941   -0.19067875
 -0.05529125  0.24826503 -0.05386925  0.03196636  0.00640708  0.16109325
 -0.19255575 -0.2294125  -0.28478988 -0.23778438 -0.13066462  0.04861251
  0.1984185  -0.59076137  0.23465588 -0.13950962  0.04647412  0.22065275
  0.30972749  0.096479    0.26583912 -0.36075649 -0.78255738  0.19183585
  0.32913512  0.47958375 -0.31812388  0.64386376  0.44527876  0.27845688
 -0.69651094 -0.16216562  0.33686762 -0.05121532 -0.2023865  -0.013095
  0.20490762 -0.2310232   0.13880337 -0.02085    -0.14486225  0.28542395
  0.26773125  0.26504325  0.03610901 -0.11885863 -0.29440587 -0.31842125
  0.9303895   0.2756165  -0.2997175  -0.05841713 -0.57432088 -0.3238255
  0.29955725 -0.56114624 -0.3918875  -0.233966   -0.19158875  0.19869987
 -0.17229755  0.11065537 -0.05892087  0.38178828 -0.75534873  0.17002701
  0.04211588  0.03585625  0.42499675  0.31522749  0.14308251  0.059515
 -0.11598625  0.02296012  0.048515   -0.2427885   0.49173437 -0.40216337
 -0.49851376 -0.5470225   0.2002075  -0.0452935  -0.07702788 -0.06686857
 -0.20724     0.26032138  0.40003937 -0.3852265  -0.14972275  0.07655338
 -0.27436876  0.04777818 -3.53458753  0.18821775  0.06540414 -0.23013874
  0.3170825  -0.03665112  0.3983725  -0.35485     0.09731137 -0.28119537
  0.08596375  0.339571   -0.1594975  -0.1928125   0.0066534  -0.49941874
  0.281783   -0.10607125 -0.22928875 -0.2688775   0.26311675  0.05108675
  0.0109775  -0.0759699  -0.00522025  0.44849263 -0.004074   -0.08142325
  0.00952779  0.05227875  0.35465563  0.098516   -0.71288124  0.17511112
  0.20899113  0.25726575 -0.00465313  0.21780088  0.3671005  -0.25667275
  0.44636825  0.152735   -0.3894386   0.07269825  0.32880349  0.13799763
  0.11869874  0.64635662]"
1,1,"[-2.37973335e-02 -1.86830555e-01 -1.17436668e-02  2.01018225e-01
 -2.74735548e-02 -6.74453369e-02  4.43535562e-01 -1.88959556e-01
 -8.72322222e-02 -1.14228226e-01 -1.97927728e-02  2.48252222e-01
 -6.64524439e-01  1.25586667e-01 -3.00441111e-01  1.30118085e-01
  4.58397437e-02 -1.65530914e-01  1.53012176e-02 -2.51966781e-01
 -3.96526775e-01 -3.62144781e-01 -8.64569959e-02 -1.10947612e-01
 -4.07165537e-02  6.17838893e-01 -1.96046672e-01  3.69187112e-01
 -5.90942185e-02  8.49346717e-02  1.01043555e-01  7.63304424e-02
  2.54086699e-02 -1.79633109e-01  1.42289340e-01 -1.18153773e-01
  9.11635541e-02  1.67656850e-03  5.75041942e-02 -1.77993445e-01
 -5.36642311e-02  1.40065444e-01 -6.53677848e-02 -1.38517875e-02
 -4.58245554e-03 -1.07372574e-01 -2.41449998e-01 -1.83704650e-01
 -2.62988335e-01 -6.29262260e-02 -3.30958113e-01 -2.09388224e-01
 -2.34757555e-01 -2.19973326e-02  5.68194439e-02  1.92929330e-01
  8.68857740e-02 -3.71551050e-02  1.99747110e-01  7.25470024e-02
 -1.53359967e-01 -1.06969667e-01  3.53522251e-02  2.36692225e-01
 -5.51877781e-03  1.94098885e-01 -5.03077461e-03  2.29155591e-02
  4.15402224e-01 -1.92343668e-01  4.40732203e-02 -2.60154114e-01
  8.42064313e-02  2.06928992e-01 -3.33573371e-02  2.10805304e-01
  1.46454781e-01  2.89412229e-02  2.24164439e-02 -3.10695606e-02
  7.24997332e-01  2.14984768e-02  1.80895551e-01 -2.00493666e-01
  3.61596669e-01  1.01947781e-01  4.23083557e-01  1.30294779e-01
  3.95557947e-04  4.20101101e-02  3.04955327e-02 -2.39364385e-02
  6.00223334e-02 -1.03797336e-01  3.21813313e-02 -8.48502219e-02
 -9.06381435e-03  4.17277805e-02 -4.41892230e-02  2.44308772e-01
  8.29737778e-02  2.81557663e-01 -6.86411187e-02  4.17671088e-02
 -3.25051079e-02 -1.06708925e-02 -1.16381951e-01 -1.56432109e-01
  1.60466691e-02 -2.32471772e-01 -1.24676665e-01 -3.00073309e-02
 -3.21066628e-02  1.81778438e-03  1.11510500e-01 -8.58572858e-02
 -1.13115553e-01 -1.60488890e-01 -9.46488869e-02  2.89174560e-01
  7.93547812e-02  2.02166001e-01  1.62405476e-02  4.95888889e-02
  8.71319982e-02 -3.02065333e-01 -4.59066696e-03  1.58424148e-01
  1.45719278e-01  1.80991113e-01  3.62704224e-01  2.16378892e-01
 -2.29313002e-01  6.20559976e-02  6.22565562e-02  1.41284999e-01
  1.26768978e-01  3.40413887e-01 -1.57958704e-01  2.25106553e-01
 -5.81721125e-02  3.96655570e-02  1.58761104e-02  5.11731107e-02
 -2.11655660e-01 -1.28984230e-01  2.84182003e-01 -4.11508706e-02
 -1.09786294e-01  1.97963225e-01 -2.40336621e-02 -7.73771118e-02
 -3.36720776e+00  1.30008887e-01  3.51024444e-01 -1.05412664e-01
  7.61231136e-02 -1.55567825e-02  5.97148103e-02  1.79992450e-01
  1.11495556e-01  9.06952218e-02  5.39833382e-02  1.69692548e-01
  3.38843444e-01 -2.03348378e-01 -1.54626889e-01 -3.78165339e-02
 -5.12033370e-02  2.51897772e-01  2.70024776e-01  1.28840442e-01
 -1.70824443e-01  1.84458644e-01 -8.97521132e-02 -1.63647999e-01
  6.44861127e-02 -1.13928560e-01  1.90019984e-02 -1.69184000e-01
  1.83692236e-03 -2.19469110e-01  7.87351123e-02 -1.75195667e-01
 -1.23240016e-02  6.12523380e-02 -1.87320560e-01 -6.10991109e-02
 -1.56208304e-01 -8.72899778e-03  3.06382438e-01  1.49526225e-01
  2.02531416e-01 -5.01598919e-02  1.38949444e-01  4.34739780e-01
 -4.20853334e-02 -4.45161180e-02 -8.37144438e-02 -2.99631113e-01]"
2,2,"[-1.73376245e-01 -4.34022756e-01  7.04137478e-02 -1.35774748e-01
  2.30101125e-01 -2.91604372e-02  4.09505621e-01 -9.46532483e-02
 -3.89802479e-02 -4.28659000e-01 -3.91487007e-01 -1.29771758e-01
 -1.27750007e-01  2.05930250e-01  6.68598784e-02  9.51728729e-02
 -2.82790018e-02 -1.87535007e-01 -1.36744016e-01 -7.41853788e-02
  1.76014526e-01 -1.70362508e-02 -1.12857494e-01 -9.87195028e-02
 -6.64673711e-03  3.79236240e-01 -3.50805332e-01  3.79500120e-01
 -4.46091248e-02 -3.06817801e-01  7.96712656e-03 -1.67491740e-01
  8.14885027e-02  6.25189992e-02 -3.49356218e-01  1.07628748e-01
  1.34318245e-01  6.96672132e-02  9.70337493e-02  1.73254362e-01
 -1.33372623e-01  5.59234653e-02 -2.57434449e-01  1.73629979e-02
  8.78904918e-02  8.31190373e-02  1.79982630e-01  1.13010123e-01
 -4.74684997e-01  8.06208728e-02 -3.77999381e-01 -2.63473501e-01
  1.01388730e-02 -2.33366001e-01 -1.46921627e-01  1.87751995e-01
  4.75275156e-03  1.49347880e-01 -5.22946771e-02 -1.50813126e-01
  7.26580005e-02 -3.36937501e-01 -3.38199986e-02 -1.35496750e-01
  6.59921230e-02  2.27778759e-02 -2.93868379e-01 -4.49423771e-02
  4.66518756e-02 -7.28879943e-02 -8.33257498e-02  8.75150366e-03
  1.84168252e-01 -1.56447002e-01  1.93472133e-01  2.68325002e-02
 -1.03961959e-01 -1.23218748e-01  1.55942122e-01  1.98974274e-01
  6.26906253e-01 -1.08181621e-01  1.38945401e-01  1.30629251e-01
 -2.68333741e-02  1.58638376e-01  1.26090877e-01  9.06369975e-02
  2.68706223e-02  1.17406240e-02 -6.95428683e-02 -7.45990030e-02
  6.20187484e-02  6.80562400e-03 -1.58167869e-01 -9.97198755e-02
 -2.24558311e-01 -2.19719969e-02 -8.51754798e-04  1.23923999e-01
 -3.37398749e-01  1.84829750e-01 -1.44621250e-01 -6.76082531e-02
 -2.05791863e-01 -3.25851282e-02 -4.21411283e-02 -2.99796498e-01
  1.81189497e-01  2.07632881e-01  9.85213389e-02 -1.87187046e-01
 -2.79998832e-03  9.32173771e-02  1.65897990e-02 -4.20838503e-01
 -2.17559620e-01 -3.37312496e-01  1.35406200e-02  2.35314878e-01
  2.91732500e-01 -3.52668743e-02  3.15897241e-02  3.44673791e-02
 -2.32554887e-02  2.27126369e-01  2.02325042e-02 -3.25263871e-01
 -7.65243750e-02  1.10783125e-01  5.38391251e-01 -1.08710527e-01
 -2.12692742e-01  8.91250558e-04 -2.48193000e-01  2.44352749e-01
 -2.28901747e-02 -2.78471271e-02 -3.12807878e-01  2.32127124e-01
 -1.44354626e-01  1.59650203e-03  1.38063873e-01  1.39230249e-01
 -1.35322492e-01  2.18626874e-01 -2.73616255e-01  1.36659127e-01
  3.46502522e-02 -8.22760863e-04  2.12922500e-01  2.12829925e-01
 -3.96722494e+00  1.09588625e-01  8.99053758e-02 -2.22544374e-01
 -2.24004989e-02 -1.25680621e-01  2.36756125e-01 -1.55171699e-01
 -4.00967509e-02 -1.59956248e-01 -2.59644206e-01  1.69933129e-01
  1.09276501e-01 -5.96521273e-02  1.48253125e-01 -4.75675613e-03
  2.29432376e-01 -2.12271226e-02  2.95723779e-02 -1.80731878e-01
  1.10222502e-01  1.83495998e-01  6.60595070e-02  8.50713574e-02
  3.18399990e-02 -7.58525003e-02  3.82297503e-01  4.16214978e-02
 -1.53693762e-02  2.58463733e-02  2.52433875e-01 -7.85357424e-03
 -2.09803749e-01 -2.14007502e-01 -9.29477517e-02  9.59496368e-02
 -6.70285018e-02  5.66337500e-02  1.91687258e-01 -2.20111122e-01
  2.19079635e-01  1.00577446e-02  1.30027253e-01 -1.02660372e-01
  2.81132606e-01 -1.82900565e-01 -3.36784997e-02 -1.22308759e-02]"
3,3,"[ 9.14006032e-02 -5.40726667e-02  3.19138646e-02 -3.24614017e-02
  4.23931323e-02  1.74749864e-01  3.34161533e-01 -2.21800280e-01
 -1.49873997e-01 -9.91965335e-02  5.12379300e-02 -1.28488476e-01
 -2.94684665e-01 -1.36101933e-01 -1.82274297e-01  7.54445965e-02
 -1.33554397e-01 -1.63395519e-02 -1.87529924e-01 -3.33308015e-02
 -1.70951789e-02  1.65357621e-01 -2.99553250e-03 -3.07097991e-02
 -7.95755276e-02  8.97341538e-01 -7.55126019e-02  1.36461066e-01
  1.15676341e-01  7.88006485e-03 -4.43985979e-02  4.22650669e-02
 -6.73462794e-02  4.16806974e-03  4.96341754e-03  6.47485999e-02
 -2.44346200e-01 -1.97727066e-01  6.96496325e-02  1.59037203e-01
  2.20724533e-01  7.66279357e-02 -2.07251259e-01  3.77763300e-02
 -2.09378931e-01 -1.06179727e-01  1.99199330e-01  2.25800655e-02
 -4.24095343e-02  2.71465663e-01 -1.13489002e-01 -2.93611323e-02
 -1.15966399e-01 -1.03203866e-01 -8.14906930e-03  2.22387979e-02
 -1.63937069e-01  5.92867315e-02 -6.85859342e-02  1.17753333e-01
 -3.48790868e-02  6.72819523e-02 -3.70414003e-01 -1.88049313e-02
  1.00179774e-03 -1.68501534e-01 -1.25673865e-01 -8.05217346e-02
  6.36432869e-02 -3.03164005e-02 -3.85599365e-02  8.13773837e-02
  1.78840930e-01 -1.77749410e-01  7.66888014e-02  2.27817151e-02
  1.17703873e-01 -2.42796997e-01  1.22096805e-01 -1.80467802e-01
  3.83981470e-01  2.44157313e-02 -1.91608032e-02  3.05779268e-02
  4.60739473e-01  1.45552986e-01  1.83731001e-01 -2.45252004e-01
  1.13148132e-01  1.54570396e-01 -8.45130847e-02 -2.15519466e-01
  9.32388794e-02 -8.94395970e-02 -4.06713585e-03  5.34578615e-02
  1.49816914e-01 -6.15615715e-02  4.31949371e-02  9.65325361e-02
 -2.22690239e-01  2.79125966e-02  2.67199300e-02 -3.21014702e-02
 -5.79536697e-02 -9.63266617e-02  4.08027309e-03 -2.57760286e-03
  1.37212662e-01  8.17108649e-02 -6.86254685e-02 -1.65117796e-01
  7.98549334e-02  3.48496934e-01  1.59357001e-01 -2.12418266e-01
  2.33015344e-02 -1.08392799e-01  2.11078130e-01  1.80071329e-01
 -4.34591309e-02  4.16940475e-02  4.00599957e-02  5.75817992e-02
 -1.60608031e-01  1.42127204e-01  1.78834845e-01 -3.65679979e-02
  8.43007979e-02 -6.11535087e-04  1.01306732e-01 -3.16514656e-02
 -7.68424906e-03 -5.14755346e-02 -1.05040844e-01 -1.32968798e-01
 -9.05296343e-02 -1.47531863e-01 -1.14416600e-01  1.50511801e-01
 -8.31808983e-02 -4.84187340e-02  7.89466252e-04  1.14197331e-01
 -1.18612736e-01 -2.70208643e-02  1.76820533e-01 -8.99988255e-02
  1.51431042e-01  1.22142136e-01  2.22566332e-01  5.94509919e-02
 -3.41705597e+00  7.07203977e-02  1.62933201e-01 -1.06592999e-01
  8.30404000e-02  3.00903363e-02  3.83273336e-01  1.81652402e-01
  1.13561405e-01 -5.51521677e-02  7.52552009e-02  6.27506663e-02
  7.93180254e-02 -1.39143567e-02 -7.37921692e-02 -4.39474978e-02
  1.40670799e-01  2.37794663e-02  1.04234379e-01  1.60077757e-01
 -9.79933324e-02  1.22305265e-01 -9.29885402e-02 -1.20726988e-02
 -4.86698637e-02 -1.58665199e-01 -7.67795496e-03  1.70422661e-02
 -1.38608644e-02 -7.96268860e-02 -3.93012012e-02  4.61949264e-02
 -1.41036507e-01  5.18011888e-02 -1.09719333e-01  1.52199867e-01
  1.15377064e-01  2.32956658e-02  2.11505263e-01 -6.89614654e-02
  2.95851597e-01  1.68070198e-01  6.66416003e-02 -6.89552737e-02
  2.13044927e-01  1.88980270e-01  6.42053458e-02  1.25207669e-01]"
4,4,"[-5.87744423e-02  7.05838924e-02 -2.36373891e-01  1.36267802e-02
 -1.23789888e-01 -7.52822558e-03  6.07691554e-01  7.19844434e-02
  3.92788872e-02 -1.54692442e-01  6.01768248e-04 -1.67075559e-01
 -5.98919993e-01 -8.95129955e-02 -1.32153224e-01 -2.42770778e-01
  7.91887782e-02  1.05802554e-01  2.88701095e-02  1.46056445e-01
 -1.81344110e-01 -6.56674393e-02  9.01589501e-03  2.56128787e-02
 -1.06799009e-01  8.26538901e-01  2.82212198e-02  1.21859814e-01
 -3.16086661e-02 -8.13736638e-02  2.05350892e-01  1.46513219e-01
 -5.89775588e-02  1.71111027e-03 -1.34793219e-01  1.25108889e-01
 -1.28445331e-01 -8.42477240e-02 -9.31452114e-02  4.06452809e-02
  4.14801101e-01  2.98021392e-03 -7.31170053e-02 -2.14726894e-01
  3.27977803e-02  9.96296648e-02  1.93183342e-02  1.37553285e-02
 -1.78095008e-01  3.15761220e-01  1.66268895e-02  8.01154764e-03
 -1.18514222e-01 -1.05414424e-02 -1.25634480e-02 -2.12104356e-01
 -3.42010894e-01 -2.88947769e-02  3.17079777e-01 -1.92005560e-02
  7.11030302e-02  3.17248851e-02 -1.55328087e-01  2.74538227e-01
 -1.40544422e-02 -7.52488822e-02 -1.12025778e-01  8.73756703e-02
  7.86949988e-02 -1.99333334e-01  6.33032218e-02  7.32095538e-02
  8.75249697e-02 -3.13320884e-01  1.69883220e-01  1.98213081e-01
 -6.91934444e-02  4.20024420e-02  1.52594999e-01 -7.98735512e-02
  2.42776891e-01  4.83514313e-02 -1.06080784e-01 -2.30896701e-02
  1.44636783e-01  5.55344406e-02  2.19907775e-01 -2.22391216e-01
  3.37915556e-01 -1.08920935e-01 -2.00246578e-01 -2.54966691e-03
  2.43786648e-02 -4.71865591e-02  1.55210672e-01 -9.01909991e-02
  1.45328298e-01  2.19302512e-01 -1.78006887e-01  4.29633326e-02
 -1.80727112e-01  1.42530331e-01 -4.53725328e-03 -4.23444493e-02
 -1.01560134e-01 -5.74028898e-02  7.65367893e-02 -4.20821097e-02
  1.80068443e-01 -4.88377218e-03 -1.32601335e-01 -1.79658559e-01
  1.69992224e-01  2.57997666e-01 -2.63692220e-02 -8.13092235e-02
  1.06966886e-01  3.48754034e-02  2.54164452e-01  2.53780331e-01
 -4.82932182e-02  1.53848893e-01  1.38615553e-01 -7.02226650e-02
 -7.72967819e-02  5.45183928e-02 -1.21473002e-01  3.66502249e-02
  3.18851997e-01  2.08143228e-01  1.14653114e-01 -1.77687771e-01
 -1.66035447e-01  9.99166676e-02 -1.21153000e-01  1.09397110e-01
  8.94394442e-02  3.59894627e-02 -1.82753305e-02  1.39500450e-02
 -3.15736664e-02  5.90372237e-02  7.15842235e-02  2.39791779e-02
 -1.87324553e-01 -3.30024444e-02  1.97762558e-01  1.03015466e-01
  1.72144843e-01 -2.07861112e-01  7.27525219e-02 -3.26121106e-02
 -3.66319330e+00 -3.42416660e-02  3.98645542e-02 -5.98419994e-02
 -4.68352218e-02 -2.86774453e-02 -6.09989953e-02  1.85591005e-01
  9.45376673e-02 -1.17150337e-01 -1.24584665e-01  1.02214834e-01
  1.04750004e-01 -7.43069351e-02 -5.98849983e-02  2.07855602e-02
 -1.76828893e-02  3.88926648e-02 -6.07917797e-02 -7.87155533e-02
  2.28491103e-02 -3.19230665e-01 -2.51585118e-01 -1.05665224e-01
  1.03820012e-02 -1.35633888e-01  1.75539777e-01  1.51599977e-02
  8.70505567e-02 -5.31853288e-02  4.00038875e-02  1.71047674e-01
  4.46159344e-02 -4.85244476e-03  5.86809998e-02 -1.10444558e-01
 -1.10355563e-01 -1.16344438e-02  1.62057554e-01 -9.33888472e-04
  1.07739444e-01 -1.08195311e-01  1.64188889e-01 -1.75583332e-01
 -4.56186649e-02 -6.10100035e-02 -1.32846336e-01 -7.06111412e-03]"
5,5,"[-3.39470022e-02  7.59589970e-02 -1.37748500e-01  6.22202011e-02
 -1.03934000e-01 -1.97743103e-01  5.11703997e-01  3.02301006e-02
 -1.80568902e-01  7.20135976e-02 -5.98719969e-02  6.81171873e-02
 -6.45075797e-01  3.35920267e-03 -3.61900800e-01  7.30403984e-02
  7.12639995e-02  5.80368000e-02 -2.07396996e-01  2.79444333e-02
  1.07299019e-02  2.32323997e-01 -1.29223894e-01 -5.70790976e-02
 -8.26400518e-03  7.71296993e-01 -2.12701701e-01  8.50659915e-02
 -8.97905987e-02 -1.46515000e-01  2.15822009e-02  4.78762024e-02
 -1.77962801e-01  2.27984580e-01 -1.07473398e-01 -4.93254703e-03
 -3.74464889e-01 -3.22430059e-03  1.87531908e-01  1.82854700e-01
  3.18524991e-01 -1.88565583e-02 -7.04026977e-02 -2.53791401e-01
 -3.20849017e-02 -9.54503965e-02  1.11547301e-01 -1.13603094e-01
 -4.35262601e-01  7.24427985e-02  1.12563995e-01  4.62557668e-02
  1.30431101e-01  6.83474051e-02 -8.28169165e-02  1.77609990e-01
 -7.69448023e-02 -1.20465201e-01 -4.00481177e-02  5.02975998e-02
  2.08989541e-01  2.20086795e-01 -4.49643981e-02 -7.80356020e-02
  7.32689980e-02  1.09967701e-01 -5.17951980e-02 -1.83866008e-01
 -1.60631301e-01 -1.13588303e-01 -9.55500007e-02 -2.66939998e-02
  7.55849004e-02 -2.15475534e-01  1.62704172e-01  9.09157017e-02
 -1.59839199e-01 -2.11917298e-01  1.86490203e-01  1.02335452e-01
  4.28212200e-01 -1.44692998e-01  5.59948038e-02  1.36001700e-01
  5.33360038e-03  6.41787013e-02 -1.89643046e-02  1.83379203e-01
  1.48905993e-02 -2.11953883e-02 -3.13450996e-01 -5.30599035e-02
 -6.81548961e-02  7.28206990e-02 -1.47592283e-01 -1.41119701e-01
  8.07761041e-02  2.23455901e-01  2.35923422e-01 -7.43120015e-03
 -2.75189993e-01 -7.14504991e-02  8.96344941e-02  1.80142397e-01
  7.11122992e-02 -7.02785004e-02  8.59135032e-02  1.75290005e-01
  1.13104403e-01 -5.37640996e-02  2.54524959e-01 -7.88457006e-02
 -1.19318298e-01 -3.55116013e-02  8.38932971e-02 -1.38821802e-01
 -3.14561300e-01  9.27499793e-03  2.12477502e-01 -8.83069093e-02
 -9.23315003e-02 -1.31496501e-01 -1.37919604e-01 -1.77564994e-02
 -1.27476029e-02 -4.54889834e-03  5.62965004e-02 -1.86324099e-01
  1.94046005e-01 -1.81286598e-01  3.19059678e-01 -1.52552498e-01
 -1.53096115e-01 -2.07566023e-02 -1.95771803e-01 -2.25662404e-01
  3.42789804e-01 -2.22667900e-01 -1.82317073e-02 -1.02127868e-01
  3.31561399e-01 -1.00799000e-01 -1.77349006e-01  2.93634701e-01
 -1.40393499e-01  1.69217303e-01 -4.51884042e-02 -9.14401988e-02
 -9.32170000e-02 -9.30560215e-02 -1.06401932e-01  1.75722708e-01
 -3.76340002e+00  4.25461015e-02 -3.89322698e-01 -8.30053039e-02
 -8.47284975e-02 -1.44922968e-02  2.52209291e-01 -1.52900195e-01
  2.25258297e-01 -3.19299987e-02 -2.69127197e-01  2.91024905e-01
  5.50177670e-02 -1.88329196e-01  3.82860959e-02  2.19035897e-01
  1.12950098e-01 -9.46260951e-02 -2.08952997e-01  6.71206885e-02
 -3.60401001e-02 -1.07594500e-01 -2.84443983e-01 -3.06285004e-01
 -1.38936502e-01  2.35923299e-01 -7.31870040e-02  5.65220013e-02
 -1.65063991e-02  3.15539967e-02  1.23364000e-02  4.27323997e-02
 -1.12004298e-01 -1.22912981e-01  3.93885002e-02 -2.13099104e-01
  1.76221104e-01  1.86342596e-01 -4.83097495e-02  4.81914997e-02
 -6.40546020e-02 -2.48181593e-01 -4.81359996e-03 -1.67155404e-01
  4.18456045e-02  2.10872996e-01 -7.97842003e-02  8.17599997e-02]"
6,6,"[-1.85659351e-02  2.41140956e-01 -1.39762640e-01  3.51015448e-02
  2.48854580e-02 -1.16421996e-01  3.96105536e-01 -2.47140911e-01
 -2.14714088e-01 -2.32013905e-01  5.91844930e-03 -3.32110934e-02
 -4.07708182e-01  1.26185002e-01 -8.95262733e-02 -1.18196818e-01
 -9.27720016e-02 -1.52403368e-01 -5.70920880e-02  1.03903822e-01
 -8.73629111e-02  2.15892257e-04 -1.66546088e-01  1.13718212e-03
 -1.48364819e-01  6.54327292e-01  1.06294811e-01  4.28259856e-01
 -1.70675907e-01 -1.74060637e-01  7.71013671e-02  9.94979997e-02
 -1.30942872e-01 -8.98141832e-02 -8.82591307e-03 -5.69564580e-02
  1.30643183e-01 -5.07777266e-02  2.31193912e-01  8.69961603e-02
  3.17422737e-01  2.31766401e-02 -5.94999074e-02  1.34595085e-01
 -9.72940901e-02  1.07720557e-01 -4.20738201e-02 -1.34218090e-01
 -2.82157910e-01  8.35205435e-02 -1.00911181e-01 -2.19068907e-01
 -1.78282453e-01  2.01489990e-02 -3.06950547e-01 -8.68601128e-02
 -1.91755913e-01  3.95487259e-02  1.15273910e-01 -5.93499636e-03
  1.89203999e-01 -8.31297230e-03 -7.49726864e-03 -2.61603648e-02
 -8.06730014e-02  1.44132748e-02 -2.49862788e-01  3.71985451e-02
  2.47012757e-01 -1.61561989e-01  3.09872444e-02  2.39760818e-01
  2.41900451e-01 -2.69646181e-01  7.29600306e-03  2.09980025e-02
 -1.37853330e-01  1.01032911e-01  1.84265724e-01  1.18868616e-01
  4.50470911e-01  9.05882708e-02 -1.38289635e-01  2.41814173e-01
  1.27404821e-01  7.54226860e-02  1.49878990e-01 -1.71151821e-01
  1.06106000e-01 -1.18066343e-02 -1.71531188e-01 -1.19427635e-01
 -4.58713086e-02  1.14325630e-01 -6.53655468e-02  3.81960886e-02
 -1.58212656e-03 -1.53279968e-01  3.93283625e-02  1.51528445e-02
 -1.32332911e-01  9.39957205e-02 -7.20820874e-02 -1.57836351e-02
 -5.20308157e-02 -5.24525869e-02  5.62273623e-02  7.84776360e-02
  8.33461799e-02  1.71049834e-01 -5.67033338e-02 -1.67916093e-01
  1.78217233e-02  1.41113544e-01  7.12588138e-02 -3.01332792e-02
 -5.29610914e-02 -3.42521370e-01  1.26123253e-01  2.29272453e-01
 -3.27108374e-02 -3.63818421e-03  1.98959861e-02  1.06762630e-01
 -2.18892725e-01 -1.92742910e-01 -9.80892716e-02 -1.83870001e-01
  2.89132189e-01  2.58792254e-01  2.26138306e-01 -4.68845461e-02
 -1.66350636e-01 -7.84881806e-02  6.27305435e-02 -7.82724558e-02
  1.76306566e-02 -6.91388148e-02 -1.89081978e-01  6.24681820e-02
 -1.66339078e-02  9.32618771e-02  2.17034344e-01  2.69095365e-01
 -2.05845819e-01 -5.74643627e-02 -2.26745433e-02 -2.71689980e-02
  9.56563034e-02  1.46384448e-01  1.45775456e-01  5.73588549e-02
 -3.84368632e+00 -4.10029067e-02  1.01865090e-01 -2.15147262e-02
  1.95887092e-01 -7.90958195e-02  1.36089095e-01  7.47503621e-02
 -4.01372737e-02 -7.40023630e-02 -9.37765625e-02  1.50515882e-01
 -4.76930013e-02  7.91435421e-02 -2.48642090e-01 -4.80377312e-02
  5.00383769e-02  1.57915479e-02  2.90856244e-02 -7.56861848e-02
  9.56458185e-02  2.01102730e-01  1.31743625e-02  2.05541360e-01
  2.34685541e-01 -2.61811974e-01  1.68725347e-02  7.48127360e-03
  4.25367271e-02 -1.98163627e-02 -8.51363662e-02  3.16716992e-02
 -1.68009995e-01  1.69468091e-01 -4.63716361e-02 -1.26631549e-01
 -1.66510185e-01  1.94132364e-01  2.56956537e-01 -2.35739005e-01
  2.14858639e-01 -2.19758856e-01  1.63429184e-01  6.96181804e-02
  2.34276821e-01  1.62942637e-01 -1.13636484e-01  2.38440456e-01]"
